"key_id","judge_id","old_judge_id","full_name","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","member_state_id","member_state","member_state_code","birth_year","gender_id","gender","female","judge_court_of_justice","judge_general_court","judge_civil_service_tribunal","advocate_general","count_positions","current_status","current_member","non_consecutive","start_date","end_date","start_date_court_of_justice","end_date_court_of_justice","start_date_general_court","end_date_general_court","start_date_civil_service_tribunal","end_date_civil_service_tribunal","start_date_advocate_general","end_date_advocate_general"
85,"J0605",2012,"Pieter verLoren van Themaat","Pieter","verLoren van Themaat","verLoren van Themaat","verLoren van Themaat","verLoren van Themaat",6,"Netherlands","NL",1916,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1981-06-04,1986-01-13,NA,NA,NA,NA,NA,NA,1981-06-04,1986-01-13
86,"J0606",2005,"Cornelis Paulus Briët","Cornelis Paulus","Briët","Briet","Briët","Briet",6,"Netherlands","NL",1944,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1989-09-01,1998-08-31,NA,NA,1989-09-01,1998-08-31,NA,NA,NA,NA
87,"J0607",2006,"Paul Joan George Kapteyn","Paul Joan George","Kapteyn","Kapteyn","Kapteyn","Kapteyn",6,"Netherlands","NL",1928,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1990-03-29,2000-10-06,1990-03-29,2000-10-06,NA,NA,NA,NA,NA,NA
88,"J0608",2007,"Arjen Meij","Arjen","Meij","Meij","Meij","Meij",6,"Netherlands","NL",1944,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1992-09-01,2010-08-31,NA,NA,1992-09-01,2010-08-31,NA,NA,NA,NA
89,"J0609",2013,"Leendert Adrie Geelhoed","Leendert Adrie","Geelhoed","Geelhoed","Geelhoed","Geelhoed",6,"Netherlands","NL",1942,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2000-10-07,2006-10-06,NA,NA,NA,NA,NA,NA,2000-10-07,2006-10-06
90,"J0610",2008,"Christiaan Willem Anton Timmermans","Christiaan Willem Anton","Timmermans","Timmermans","Timmermans","Timmermans",6,"Netherlands","NL",1941,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2000-10-07,2010-07-10,2000-10-07,2010-07-10,NA,NA,NA,NA,NA,NA
91,"J0611",2009,"Alexandra Prechal","Alexandra","Prechal","Prechal","Prechal","Prechal",6,"Netherlands","NL",1959,1,"Female",1,1,0,0,0,1,"Current CJ judge",1,0,2010-07-10,NA,2010-07-10,NA,NA,NA,NA,NA,NA,NA
92,"J0612",2010,"Marc van der Woude","Marc","van der Woude","van der Woude","van der Woude","van der Woude",6,"Netherlands","NL",1960,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2010-09-01,NA,NA,NA,2010-09-01,NA,NA,NA,NA,NA
93,"J0613",2011,"René Barents","René","Barents","Barents","Barents","Barents",6,"Netherlands","NL",1951,2,"Male",0,0,1,1,0,2,"Current GC judge; Former CST judge",1,0,2011-10-06,NA,NA,NA,2016-09-01,NA,2011-10-06,2016-08-31,NA,NA
94,"J0701",701,"Max Sørensen","Max","Sørensen","Sorensen","Sørensen","Sorensen",7,"Denmark","DK",1913,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1973-01-01,1979-10-06,1973-01-01,1979-10-06,NA,NA,NA,NA,NA,NA
95,"J0702",702,"Ole Due","Ole","Due","Due","Due","Due",7,"Denmark","DK",1931,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1979-10-07,1994-10-06,1979-10-07,1994-10-06,NA,NA,NA,NA,NA,NA
96,"J0703",703,"Bo Vesterdorf","Bo","Vesterdorf","Vesterdorf","Vesterdorf","Vesterdorf",7,"Denmark","DK",1945,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1989-09-01,2007-09-17,NA,NA,1989-09-01,2007-09-17,NA,NA,NA,NA
97,"J0704",704,"Claus Christian Gulmann","Claus Christian","Gulmann","Gulmann","Gulmann","Gulmann",7,"Denmark","DK",1942,2,"Male",0,1,0,0,1,2,"Former CJ judge; Former AG",0,0,1991-10-07,2006-01-10,1994-10-07,2006-01-10,NA,NA,NA,NA,1991-10-07,1994-10-06
98,"J0705",708,"Michael Bendik Elmer","Michael Bendik","Elmer","Elmer","Elmer","Elmer",7,"Denmark","DK",1949,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1994-10-07,1997-12-18,NA,NA,NA,NA,NA,NA,1994-10-07,1997-12-18
99,"J0706",705,"Lars Bay Larsen","Lars","Bay Larsen","Bay Larsen","Bay Larsen","Bay Larsen",7,"Denmark","DK",1953,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2006-01-11,NA,2006-01-11,NA,NA,NA,NA,NA,NA,NA
100,"J0707",706,"Sten Frimodt Nielsen","Sten","Frimodt Nielsen","Frimodt Nielsen","Frimodt Nielsen","Frimodt Nielsen",7,"Denmark","DK",1963,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2007-09-17,NA,NA,NA,2007-09-17,NA,NA,NA,NA,NA
101,"J0708",707,"Jesper Svenningsen","Jesper","Svenningsen","Svenningsen","Svenningsen","Svenningsen",7,"Denmark","DK",1966,2,"Male",0,0,1,1,0,2,"Current GC judge; Former CST judge",1,0,2013-10-07,NA,NA,NA,2016-09-01,NA,2013-10-07,2016-08-31,NA,NA
102,"J0709",709,"Henrik Saugmandsgaard Øe","Henrik","Saugmandsgaard Øe","Saugmandsgaard Oe","Saugmandsgaard Øe","Saugmandsgaard Oe",7,"Denmark","DK",1964,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2015-10-07,2021-10-07,NA,NA,NA,NA,NA,NA,2015-10-07,2021-10-07
103,"J0801",1401,"Cearbhall O'Dalaigh","Cearbhall","O'Dalaigh","O'Dalaigh","O'Dalaigh","O'Dalaigh",8,"Ireland","IE",1911,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1973-01-01,1974-12-12,1973-01-01,1974-12-12,NA,NA,NA,NA,NA,NA
104,"J0802",1402,"Andreas O'Keeffe","Andreas","O'Keeffe","O'Keeffe","O'Keeffe","O'Keeffe",8,"Ireland","IE",1912,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1975-12-12,1984-12-31,1975-12-12,1984-12-31,NA,NA,NA,NA,NA,NA
105,"J0803",1403,"Thomas Francis O'Higgins","Thomas Francis","O'Higgins","O'Higgins","O'Higgins, T.","O'Higgins, T.",8,"Ireland","IE",1913,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1985-01-16,1991-10-06,1985-01-16,1991-10-06,NA,NA,NA,NA,NA,NA
106,"J0804",1404,"Donal Patrick Michael Barrington","Donal Patrick Michael","Barrington","Barrington","Barrington","Barrington",8,"Ireland","IE",1928,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1989-09-01,1996-01-10,NA,NA,1989-09-01,1996-01-10,NA,NA,NA,NA
107,"J0805",1405,"John Murray","John","Murray","Murray","Murray","Murray",8,"Ireland","IE",1943,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1991-10-07,1999-10-09,1991-10-07,1999-10-09,NA,NA,NA,NA,NA,NA
108,"J0806",1414,"Nial Fennelly","Nial","Fennelly","Fennelly","Fennelly","Fennelly",8,"Ireland","IE",1942,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1995-01-19,2000-10-06,NA,NA,NA,NA,NA,NA,1995-01-19,2000-10-06
109,"J0807",1406,"John Cooke","John","Cooke","Cooke","Cooke","Cooke",8,"Ireland","IE",1944,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1996-01-10,2008-09-15,NA,NA,1996-01-10,2008-09-15,NA,NA,NA,NA
110,"J0808",1407,"Fidelma O'Kelly Macken","Fidelma","O'Kelly Macken","O'Kelly Macken","O'Kelly Macken","O'Kelly Macken",8,"Ireland","IE",1942,1,"Female",1,1,0,0,0,1,"Former CJ judge",0,0,1999-10-06,2004-10-13,1999-10-06,2004-10-13,NA,NA,NA,NA,NA,NA
111,"J0809",1408,"Aindrias Ó Caoimh","Aindrias","Ó Caoimh","O Caoimh","Ó Caoimh","O Caoimh",8,"Ireland","IE",1950,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-10-13,2015-10-06,2004-10-13,2015-10-06,NA,NA,NA,NA,NA,NA
112,"J0810",1409,"Kevin O'Higgins","Kevin","O'Higgins","O'Higgins","O'Higgins, K.","O'Higgins, K.",8,"Ireland","IE",1946,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2008-09-15,2013-08-31,NA,NA,2008-09-15,2013-08-31,NA,NA,NA,NA
113,"J0811",1415,"Kieran Bradley","Kieran","Bradley","Bradley","Bradley","Bradley",8,"Ireland","IE",1957,2,"Male",0,0,0,1,0,1,"Former CST judge",0,0,2011-10-06,2016-08-31,NA,NA,NA,NA,2011-10-06,2016-08-31,NA,NA
114,"J0812",1410,"Anthony Michael Collins","Anthony Michael","Collins","Collins","Collins","Collins",8,"Ireland","IE",1960,2,"Male",0,0,1,0,1,2,"Current AG; Former GC judge",1,0,2013-09-16,NA,NA,NA,2013-09-16,2021-10-07,NA,NA,2021-10-07,NA
115,"J0813",1411,"Eugene Regan","Eugene","Regan","Regan","Regan","Regan",8,"Ireland","IE",1952,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2015-10-07,NA,2015-10-07,NA,NA,NA,NA,NA,NA,NA
116,"J0814",1412,"Colm Mac Eochaidh","Colm","Mac Eochaidh","Mac Eochaidh","Mac Eochaidh","Mac Eochaidh",8,"Ireland","IE",1963,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2017-06-08,NA,NA,NA,2017-06-08,NA,NA,NA,NA,NA
117,"J0815",1413,"Gerard Hogan","Gerard","Hogan","Hogan","Hogan","Hogan",8,"Ireland","IE",1958,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2018-10-08,2021-10-07,NA,NA,NA,NA,NA,NA,2018-10-08,2021-10-07
118,"J0901",2801,"Alexander Mackenzie Stuart","Alexander","Mackenzie Stuart","Mackenzie Stuart","Mackenzie Stuart","Mackenzie Stuart",9,"United Kingdom","UK",1924,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1973-01-01,1988-10-06,1973-01-01,1988-10-06,NA,NA,NA,NA,NA,NA
119,"J0902",2809,"Jean-Pierre Warner","Jean-Pierre","Warner","Warner","Warner","Warner",9,"United Kingdom","UK",1924,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1973-01-09,1981-02-26,NA,NA,NA,NA,NA,NA,1973-01-09,1981-02-26
120,"J0903",2802,"Gordon Slynn","Gordon","Slynn","Slynn","Slynn","Slynn",9,"United Kingdom","UK",1930,2,"Male",0,1,0,0,1,2,"Former CJ judge; Former AG",0,0,1981-02-26,1992-03-10,1988-10-07,1992-03-10,NA,NA,NA,NA,1981-02-26,1988-10-06
121,"J0904",2810,"Francis Geoffrey Jacobs","Francis Geoffrey","Jacobs","Jacobs","Jacobs","Jacobs",9,"United Kingdom","UK",1939,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1988-10-07,2006-01-10,NA,NA,NA,NA,NA,NA,1988-10-07,2006-01-10
122,"J0905",2803,"David Alexander Ogilvy Edward","David Alexander Ogilvy","Edward","Edward","Edward","Edward",9,"United Kingdom","UK",1934,2,"Male",0,1,1,0,0,2,"Former CJ judge; Former GC judge",0,0,1989-09-25,2004-01-07,1992-03-10,2004-01-07,1989-09-25,1992-03-09,NA,NA,NA,NA
123,"J0906",2804,"Christopher William Bellamy","Christopher William","Bellamy","Bellamy","Bellamy","Bellamy",9,"United Kingdom","UK",1946,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1992-03-10,1999-12-15,NA,NA,1992-03-10,1999-12-15,NA,NA,NA,NA
124,"J0907",2805,"Nicholas James Forwood","Nicholas James","Forwood","Forwood","Forwood","Forwood",9,"United Kingdom","UK",1948,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1999-12-02,2015-10-01,NA,NA,1999-12-02,2015-10-01,NA,NA,NA,NA
125,"J0908",2806,"Konrad Hermann Theodor Schiemann","Konrad Hermann Theodor","Schiemann","Schiemann","Schiemann","Schiemann",9,"United Kingdom","UK",1937,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2004-01-01,2012-10-06,2004-01-01,2012-10-06,NA,NA,NA,NA,NA,NA
126,"J0909",2812,"Paul John Mahoney","Paul John","Mahoney","Mahoney","Mahoney","Mahoney",9,"United Kingdom","UK",1946,2,"Male",0,0,0,1,0,1,"Former CST judge",0,0,2005-10-06,2011-10-06,NA,NA,NA,NA,2005-10-06,2011-10-06,NA,NA
127,"J0910",2811,"Eleanor Sharpston","Eleanor","Sharpston","Sharpston","Sharpston","Sharpston",9,"United Kingdom","UK",1955,1,"Female",1,0,0,0,1,1,"Former AG",0,0,2006-01-11,2020-09-10,NA,NA,NA,NA,NA,NA,2006-01-11,2020-09-10
128,"J0911",2807,"Christopher Vajda","Christopher","Vajda","Vajda","Vajda","Vajda",9,"United Kingdom","UK",1955,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2012-10-07,2020-01-31,2012-10-07,2020-01-31,NA,NA,NA,NA,NA,NA
129,"J0912",2808,"Ian Stewart Forrester","Ian Stewart","Forrester","Forrester","Forrester","Forrester",9,"United Kingdom","UK",1945,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2015-10-01,2020-01-31,NA,NA,2015-10-01,2020-01-31,NA,NA,NA,NA
130,"J1001",1201,"Alexandros Chloros","Alexandros","Chloros","Chloros","Chloros","Chloros",10,"Greece","EL",1926,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1981-01-01,1982-11-16,1981-01-01,1982-11-16,NA,NA,NA,NA,NA,NA
131,"J1002",1202,"Constantinos Kakouris","Constantinos","Kakouris","Kakouris","Kakouris","Kakouris",10,"Greece","EL",1919,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1983-02-16,1997-10-06,1983-02-16,1997-10-06,NA,NA,NA,NA,NA,NA
132,"J1003",1203,"Christos Yeraris","Christos","Yeraris","Yeraris","Yeraris","Yeraris",10,"Greece","EL",1938,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1989-09-01,1992-08-31,NA,NA,1989-09-01,1992-08-31,NA,NA,NA,NA
133,"J1004",1204,"Andreas Kalogeropoulos","Andreas","Kalogeropoulos","Kalogeropoulos","Kalogeropoulos","Kalogeropoulos",10,"Greece","EL",1944,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1992-09-18,1998-08-31,NA,NA,1992-09-18,1998-08-31,NA,NA,NA,NA
134,"J1005",1210,"Georges Cosmas","Georges","Cosmas","Cosmas","Cosmas","Cosmas",10,"Greece","EL",1932,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1994-10-07,2000-10-06,NA,NA,NA,NA,NA,NA,1994-10-07,2000-10-06
135,"J1006",1205,"Krateros Ioannou","Krateros","Ioannou","Ioannou","Ioannou","Ioannou",10,"Greece","EL",1935,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1997-10-07,1999-03-10,1997-10-07,1999-03-10,NA,NA,NA,NA,NA,NA
136,"J1007",1206,"Michail Vilaras","Michail","Vilaras","Vilaras","Vilaras","Vilaras",10,"Greece","EL",1950,2,"Male",0,1,1,0,0,2,"Former CJ judge; Former GC judge",0,1,1998-09-01,2021-10-07,2015-10-07,2021-10-07,1998-09-01,2010-09-01,NA,NA,NA,NA
137,"J1008",1207,"Vassilios Skouris","Vassilios","Skouris","Skouris","Skouris","Skouris",10,"Greece","EL",1948,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1999-05-26,2015-10-06,1999-05-26,2015-10-06,NA,NA,NA,NA,NA,NA
138,"J1009",1211,"Haris Tagaras","Haris","Tagaras","Tagaras","Tagaras","Tagaras",10,"Greece","EL",1955,2,"Male",0,0,0,1,0,1,"Former CST judge",0,0,2005-10-06,2011-10-06,NA,NA,NA,NA,2005-10-06,2011-10-06,NA,NA
139,"J1010",1208,"Dimitrios Gratsias","Dimitrios","Gratsias","Gratsias","Gratsias","Gratsias",10,"Greece","EL",1957,2,"Male",0,1,1,0,0,2,"Current CJ judge; Former GC judge",1,0,2010-10-25,NA,2021-10-07,NA,2010-10-25,2021-10-07,NA,NA,NA,NA
140,"J1011",1209,"Constantinos Iliopoulos","Constantinos","Iliopoulos","Iliopoulos","Iliopoulos","Iliopoulos",10,"Greece","EL",1948,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2016-04-13,NA,NA,NA,2016-04-13,NA,NA,NA,NA,NA
141,"J1012",1212,"Athanasios Rantos","Athanasios","Rantos","Rantos","Rantos","Rantos",10,"Greece","EL",1953,2,"Male",0,0,0,0,1,1,"Current AG",1,0,2020-09-10,NA,NA,NA,NA,NA,NA,NA,2020-09-10,NA
142,"J1101",2202,"José Luis da Cruz Vilaça","José Luis","da Cruz Vilaça","da Cruz Vilaca","da Cruz Vilaça","da Cruz Vilaca",11,"Portugal","PT",1944,2,"Male",0,1,1,0,1,3,"Former CJ judge; Former GC judge; Former AG",0,1,1986-01-01,2018-10-08,2012-10-08,2018-10-08,1989-09-01,1995-08-31,NA,NA,1986-01-01,1988-10-06
143,"J1102",2201,"José Carlos de Carvalho Moitinho de Almeida","José Carlos","de Carvalho Moitinho de Almeida","de Carvalho Moitinho de Almeida","de Carvalho Moitinho de Almeida","de Carvalho Moitinho de Almeida",11,"Portugal","PT",1936,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1986-01-01,2000-10-06,1986-01-01,2000-10-06,NA,NA,NA,NA,NA,NA
144,"J1103",2203,"Rui Manuel Gens de Moura Ramos","Rui Manuel","Gens de Moura Ramos","Gens de Moura Ramos","Gens de Moura Ramos","Gens de Moura Ramos",11,"Portugal","PT",1950,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1995-09-18,2003-03-31,NA,NA,1995-09-18,2003-03-31,NA,NA,NA,NA
145,"J1104",2204,"José Narciso da Cunha Rodrigues","José Narciso","da Cunha Rodrigues","da Cunha Rodrigues","da Cunha Rodrigues","da Cunha Rodrigues",11,"Portugal","PT",1940,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,2000-10-07,2012-10-06,2000-10-07,2012-10-06,NA,NA,NA,NA,NA,NA
146,"J1105",2205,"Maria Eugénia Martins de Nazaré Ribeiro","Maria Eugénia","Martins de Nazaré Ribeiro","Martins de Nazare Ribeiro","Martins de Nazaré Ribeiro","Martins de Nazare Ribeiro",11,"Portugal","PT",1956,1,"Female",1,0,1,0,0,1,"Former GC judge",0,0,2003-04-01,2016-08-31,NA,NA,2003-04-01,2016-08-31,NA,NA,NA,NA
147,"J1106",2209,"Luís Miguel Poiares Pessoa Maduro","Luís Miguel","Poiares Pessoa Maduro","Poiares Pessoa Maduro","Poiares Pessoa Maduro","Poiares Pessoa Maduro",11,"Portugal","PT",1967,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2003-10-07,2009-10-06,NA,NA,NA,NA,NA,NA,2003-10-07,2009-10-06
148,"J1107",2210,"João Sant'Anna","João","Sant'Anna","Sant'Anna","Sant'Anna","Sant'Anna",11,"Portugal","PT",1957,2,"Male",0,0,0,1,0,1,"Former CST judge",0,0,2016-04-13,2016-08-31,NA,NA,NA,NA,2016-04-13,2016-08-31,NA,NA
149,"J1108",2207,"Maria José Costeira","Maria José","Costeira","Costeira","Costeira","Costeira",11,"Portugal","PT",1967,1,"Female",1,0,1,0,0,1,"Current GC judge",1,0,2016-09-19,NA,NA,NA,2016-09-19,NA,NA,NA,NA,NA
150,"J1109",2206,"Ricardo da Silva Passos","Ricardo","da Silva Passos","da Silva Passos","da Silva Passos","da Silva Passos",11,"Portugal","PT",1953,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2016-09-19,NA,NA,NA,2016-09-19,NA,NA,NA,NA,NA
151,"J1110",2208,"Nuno José Cardoso da Silva Piçarra","Nuno José","Cardoso da Silva Piçarra","Cardoso da Silva Picarra","Cardoso da Silva Piçarra","Cardoso da Silva Picarra",11,"Portugal","PT",1957,2,"Male",0,1,0,0,0,1,"Current CJ judge",1,0,2018-10-07,NA,2018-10-07,NA,NA,NA,NA,NA,NA,NA
152,"J1201",2601,"Gil Carlos Rodrìguez Iglesias","Gil Carlos","Rodrìguez Iglesias","Rodriguez Iglesias","Rodrìguez Iglesias","Rodriguez Iglesias",12,"Spain","ES",1946,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1986-01-01,2003-10-06,1986-01-01,2003-10-06,NA,NA,NA,NA,NA,NA
153,"J1202",2602,"Manuel Diez de Velasco","Manuel","Diez de Velasco","Diez de Velasco","Diez de Velasco","Diez de Velasco",12,"Spain","ES",1926,2,"Male",0,1,0,0,0,1,"Former CJ judge",0,0,1988-10-07,1994-10-06,1988-10-07,1994-10-06,NA,NA,NA,NA,NA,NA
154,"J1203",2603,"Rafael García-Valdecasas y Fernández","Rafael","García-Valdecasas y Fernández","Garcia-Valdecasas y Fernandez","García-Valdecasas y Fernández","Garcia-Valdecasas y Fernandez",12,"Spain","ES",1946,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,1989-09-01,2007-08-31,NA,NA,1989-09-01,2007-08-31,NA,NA,NA,NA
155,"J1204",2608,"Dámaso Ruiz-Jarabo Colomer","Dámaso","Ruiz-Jarabo Colomer","Ruiz-Jarabo Colomer","Ruiz-Jarabo Colomer","Ruiz-Jarabo Colomer",12,"Spain","ES",1949,2,"Male",0,0,0,0,1,1,"Former AG",0,0,1995-01-19,2009-11-12,NA,NA,NA,NA,NA,NA,1995-01-19,2009-11-12
156,"J1205",2604,"Rosario Silva de Lapuerta","Rosario","Silva de Lapuerta","Silva de Lapuerta","Silva de Lapuerta","Silva de Lapuerta",12,"Spain","ES",1954,1,"Female",1,1,0,0,0,1,"Former CJ judge",0,0,2003-10-07,2021-10-07,2003-10-07,2021-10-07,NA,NA,NA,NA,NA,NA
157,"J1206",2605,"Santiago Soldevila Fragoso","Santiago","Soldevila Fragoso","Soldevila Fragoso","Soldevila Fragoso","Soldevila Fragoso",12,"Spain","ES",1960,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2007-09-01,2013-08-31,NA,NA,2007-09-01,2013-08-31,NA,NA,NA,NA
158,"J1207",2611,"Maria Isabel Rofes i Pujol","Maria Isabel","Rofes i Pujol","Rofes i Pujol","Rofes i Pujol","Rofes i Pujol",12,"Spain","ES",1956,1,"Female",1,0,0,1,0,1,"Former CST judge",0,0,2009-10-07,2016-04-13,NA,NA,NA,NA,2009-10-07,2016-04-13,NA,NA
159,"J1208",2609,"Pedro Cruz Villalón","Pedro","Cruz Villalón","Cruz Villalon","Cruz Villalón","Cruz Villalon",12,"Spain","ES",1946,2,"Male",0,0,0,0,1,1,"Former AG",0,0,2009-12-14,2015-10-07,NA,NA,NA,NA,NA,NA,2009-12-14,2015-10-07
160,"J1209",2606,"Ignacio Ulloa Rubio","Ignacio","Ulloa Rubio","Ulloa Rubio","Ulloa Rubio","Ulloa Rubio",12,"Spain","ES",1967,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2013-09-01,2019-09-26,NA,NA,2013-09-01,2019-09-26,NA,NA,NA,NA
161,"J1210",2610,"Manuel Campos Sánchez-Bordona","Manuel","Campos Sánchez-Bordona","Campos Sanchez-Bordona","Campos Sánchez-Bordona","Campos Sanchez-Bordona",12,"Spain","ES",1950,2,"Male",0,0,0,0,1,1,"Current AG",1,0,2015-10-07,NA,NA,NA,NA,NA,NA,NA,2015-10-07,NA
162,"J1211",2607,"Leopoldo Calvo-Sotelo Ibáñez-Martín","Leopoldo","Calvo-Sotelo Ibáñez-Martín","Calvo-Sotelo Ibanez-Martin","Calvo-Sotelo Ibáñez-Martín","Calvo-Sotelo Ibanez-Martin",12,"Spain","ES",1957,2,"Male",0,0,1,0,0,1,"Former GC judge",0,0,2016-04-13,2019-09-26,NA,NA,2016-04-13,2019-09-26,NA,NA,NA,NA
163,"J1212",NA,"José Martín y Pérez de Nanclares","José","Martín y Pérez de Nanclares","Martin y Perez de Nanclares","Martín y Pérez de Nanclares","Martin y Perez de Nanclares",12,"Spain","ES",1965,2,"Male",0,0,1,0,0,1,"Current GC judge",1,0,2019-09-26,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA
